,,,,Labels (version 1999 except in italics = version 1995),,,,NUTS ,Sorting order ,,
1260,UK1,,,NORTH,,,Terminated,1,15,1219,
1261,,UKC,,NORTH EAST,,,New region,1,15,,1216
1262,UK11,UKC1,,,Tees Valley and Durham,,Code and name change,2,15,1220,1217
1263,UK111,,,,,Cleveland,Spilt,3,15,1221,
1264,UK111 (part),UKC11,,,,Hartlepool and Stockton-on-Tees,New region,3,15,,1218
1265,UK111 (part),UKC12,,,,South Teesside ,New region,3,15,,1219
1266,UK112,,,,,Durham,Spilt,3,15,1222,
1267,UK112 (part),UKC13,,,,Darlington,New region,3,15,,1220
1268,UK112 (part),UKC14,,,,Durham CC,New region,3,15,,1221
1269,UK12,UKD1,,,Cumbria,,Code change,2,15,1223,1227
1270,UK12,,,,,Cumbria,Spilt,3,15,1224,
1271,UK12 (part),UKD11,,,,West Cumbria,New region,3,15,,1228
1272,UK12 (part),UKD12,,,,East Cumbria,New region,3,15,,1229
1273,UK13,UKC2,,,Northumberland and Tyne and Wear,,Code and name change,2,15,1225,1222
1274,UK131,UKC21,,,,Northumberland,Code change,3,15,1226,1223
1275,UK132,,,,,Tyne and Wear,Spilt,3,15,1227,
1276,UK132 (part),UKC22,,,,Tyneside,New region,3,15,,1224
1277,UK132 (part),UKC23,,,,Sunderland,New region,3,15,,1225
1278,UK2,UKE,,YORKSHIRE AND THE HUMBER,,,Code and name change,1,15,1228,1245
1279,UK21,UKE1,,,East Riding and North Lincolnshire,,Code and name change,2,15,1229,1246
1280,UK21,,,,,Humberside,Spilt,3,15,1230,
1281,UK21 (part),UKE11,,,,"Kingston upon Hull, City of ",New region,3,15,,1247
1282,UK21 (part),UKE12,,,,East Riding of Yorkshire,New region,3,15,,1248
1283,UK21 (part),UKE13,,,,North and North East Lincolnshire,New region,3,15,,1249
1284,UK22,UKE2,,,North Yorkshire,,Code change,2,15,1231,1250
1285,UK22,,,,,North Yorkshire,Spilt,3,15,1232,
1286,UK22 (part),UKE21,,,,York ,New region,3,15,,1251
1287,UK22 (part),UKE22,,,,North Yorkshire CC,New region,3,15,,1252
1288,UK23,UKE3,,,South Yorkshire,,Code change,2,15,1233,1253
1289,UK23,,,,,South Yorkshire,Spilt,3,15,1234,
1290,UK23 (part),UKE31,,,,"Barnsley, Doncaster and Rotherham",New region,3,15,,1254
1291,UK23 (part),UKE32,,,,Sheffield,New region,3,15,,1255
1292,UK24,UKE4,,,West Yorkshire,,Code change,2,15,1235,1256
1293,UK24,,,,,West Yorkshire,Spilt,3,15,1236,
1294,UK24 (part),UKE41,,,,Bradford,New region,3,15,,1257
1295,UK24 (part),UKE42,,,,Leeds,New region,3,15,,1258
1296,UK24 (part),UKE43,,,,"Calderdale, Kirklees and Wakefield",New region,3,15,,1259
1297,UK3,UKF,,EAST MIDLANDS,,,Code change,1,15,1237,1260
1298,UK31,UKF1,,,Derbyshire and Nottinghamshire,,Code change,2,15,1238,1261
1299,UK311,,,,,Derbyshire,Spilt,3,15,1239,
1300,UK311 (part),UKF11,,,,Derby ,New region,3,15,,1262
1301,UK311 (part),UKF12,,,,East Derbyshire,New region,3,15,,1263
1302,UK311 (part),UKF13,,,,South and West Derbyshire,New region,3,15,,1264
1303,UK312,,,,,Nottinghamshire,Spilt,3,15,1240,
1304,UK312 (part),UKF14,,,,Nottingham,New region,3,15,,1265
1305,UK312 (part),UKF15,,,,North Nottinghamshire,New region,3,15,,1266
1306,UK312 (part),UKF16,,,,South Nottinghamshire,New region,3,15,,1267
1307,UK32,UKF2,,,"Leicestershire, Rutland and Northamptonshire",,Code and name change,2,15,1241,1268
1308,UK321,,,,,Leicestershire,Spilt,3,15,1242,
1309,UK321 (part),UKF21,,,,Leicester ,New region,3,15,,1269
1310,UK321 (part),UKF22,,,,Leicestershire CC and Rutland,New region,3,15,,1270
1311,UK322,UKF23,,,,Northamptonshire,Code change,3,15,1243,1271
1312,UK33,UKF3,,,Lincolnshire,,Code change,2,15,1244,1272
1313,UK33,UKF3,,,,Lincolnshire,Code change,3,15,1245,1273
1314,UK4,,,EAST ANGLIA,,,Terminated,1,15,1246,
1315,,UKH,,EAST OF ENGLAND,,,New region,1,15,,1290
1316,UK4,UKH1,,,East Anglia,,Code change,2,15,1247,1291
1317,UK401,,,,,Cambridgeshire,Spilt,3,15,1248,
1318,UK401 (part),UKH11,,,,Peterborough,New region,3,15,,1292
1319,UK401 (part),UKH12,,,,Cambridgeshire CC,New region,3,15,,1293
1320,UK402,UKH13,,,,Norfolk,Code change,3,15,1249,1294
1321,UK403,UKH14,,,,Suffolk,Code change,3,15,1250,1295
1322,UK5,,,SOUTH EAST (UK),,,Terminated,1,15,1251,
1323,,UKI,,LONDON,,,New region,1,15,,1304
1324,,UKJ,,SOUTH EAST,,,New region,1,15,,1312
1325,UK51,UKH2,,,Bedfordshire and Hertfordshire,,Code and name change,2,15,1252,1296
1326,UK511,,,,,Bedfordshire,Spilt,3,15,1253,
1327,UK511 (part),UKH21,,,,Luton,New region,3,15,,1297
1328,UK511 (part),UKH22,,,,Bedfordshire CC ,New region,3,15,,1298
1329,UK512,UKH23,,,,Hertfordshire,Code change,3,15,1254,1299
1330,UK52,UKJ1,,,"Berkshire, Buckinghamshire and Oxfordshire",,Code and name change,2,15,1255,1313
1331,UK521,UKJ11,,,,Berkshire,Code change,3,15,1256,1314
1332,UK522,,,,,Buckinghamshire,Spilt,3,15,1257,
1333,UK522 (part),UKJ12,,,,Milton Keynes,New region,3,15,,1315
1334,UK522 (part),UKJ13,,,,Buckinghamshire CC,New region,3,15,,1316
1335,UK523,UKJ14,,,,Oxfordshire,Code change,3,15,1258,1317
1336,UK53,UKJ2,,,"Surrey, East and West Sussex",,Code and name change,2,15,1259,1318
1337,UK531,,,,,East Sussex,Spilt,3,15,1260,
1338,UK531 (part),UKJ21,,,,Brighton and Hove,New region,3,15,,1319
1339,UK531 (part),UKJ22,,,,East Sussex CC,New region,3,15,,1320
1340,UK532,UKJ23,,,,Surrey,Code change,3,15,1261,1321
1341,UK533,UKJ24,,,,West Sussex,Code change,3,15,1262,1322
1342,UK54,UKH3,,,Essex,,Code change,2,15,1263,1300
1343,UK54,,,,,Essex,Spilt,3,15,1264,
1344,UK54 (part),UKH31,,,,Southend-on-Sea,New region,3,15,,1301
1345,UK54 (part),UKH32,,,,Thurrock,New region,3,15,,1302
1346,UK54 (part),UKH33,,,,Essex CC ,New region,3,15,,1303
1347,UK55,,,,Greater London,,Spilt,2,15,1265,
1348,UK55 (part),UKI1,,,Inner London,,New region,2,15,,1305
1349,UK55 (part),UKI2,,,Outer London,,New region,2,15,,1308
1350,UK55,,,,,Greater London,Spilt,3,15,1266,
1351,UK55 (part),UKI11,,,,Inner London - West,New region,3,15,,1306
1352,UK55 (part),UKI12,,,,Inner London - East,New region,3,15,,1307
1353,UK55 (part),UKI21,,,,Outer London - East and North East,New region,3,15,,1309
1354,UK55 (part),UKI22,,,,Outer London - South,New region,3,15,,1310
1355,UK55 (part),UKI23,,,,Outer London - West and North West,New region,3,15,,1311
1356,UK56,UKJ3,,,Hampshire and Isle of Wight,,Code and name change,2,15,1267,1323
1357,UK561,,,,,Hampshire,Spilt,3,15,1268,
1358,UK561 (part),UKJ31,,,,Portsmouth,New region,3,15,,1324
1359,UK561 (part),UKJ32,,,,Southampton,New region,3,15,,1325
1360,UK561 (part),UKJ33,,,,Hampshire CC,New region,3,15,,1326
1361,UK562,UKJ34,,,,Isle of Wight,Code change,3,15,1269,1327
1362,UK57,UKJ4,,,Kent,,Code change,2,15,1270,1328
1363,UK57,,,,,Kent,Spilt,3,15,1271,
1364,UK57 (part),UKJ41,,,,Medway ,New region,3,15,,1329
1365,UK57 (part),UKJ42,,,,Kent CC,New region,3,15,,1330
1366,UK6,UKK,,SOUTH WEST,,,Code and name change,1,15,1272,1331
1367,UK61,UKK1,,,"Gloucestershire, Wiltshire and North Somerset",,Code and name change,2,15,1273,1332
1368,UK611,,,,,Avon,Spilt,3,15,1274,
1369,UK611 (part),UKK11,,,,"Bristol, City of",New region,3,15,,1333
1370,UK611 (part),UKK12,,,,"North and North East Somerset, South Gloucestershire",New region,3,15,,1334
1371,UK612,UKK13,,,,Gloucestershire,Code change,3,15,1275,1335
1372,UK613,,,,,Wiltshire,Spilt,3,15,1276,
1373,UK613 (part),UKK14,,,,Swindon,New region,3,15,,1336
1374,UK613 (part),UKK15,,,,Wiltshire CC,New region,3,15,,1337
1375,UK62,,,,"Cornwall, Devon",,Spilt,2,15,1277,
1376,UK62 (part),UKK3,,,Cornwall and Isles of Scilly,,New region,2,15,,1342
1377,UK62 (part),UKK4,,,Devon,,New region,2,15,,1344
1378,UK621,UKK3,,,,Cornwall and Isles of Scilly,Code and name change,3,15,1278,1343
1379,UK622,,,,,Devon,Spilt,3,15,1279,
1380,UK622 (part),UKK41,,,,Plymouth,New region,3,15,,1345
1381,UK622 (part),UKK42,,,,Torbay,New region,3,15,,1346
1382,UK622 (part),UKK43,,,,Devon CC,New region,3,15,,1347
1383,UK63,UKK2,,,Dorset and Somerset,,Code and name change,2,15,1280,1338
1384,UK631,,,,,Dorset,Spilt,3,15,1281,
1385,UK631 (part),UKK21,,,,Bournemouth and Poole,New region,3,15,,1339
1386,UK631 (part),UKK22,,,,Dorset CC ,New region,3,15,,1340
1387,UK632,UKK23,,,,Somerset,Code change,3,15,1282,1341
1388,UK7,UKG,,WEST MIDLANDS,,,Code change,1,15,1283,1274
1389,UK71,UKG1,,,"Herefordshire, Worcestershire and Warwickshire",,Code and name change,2,15,1284,1275
1390,UK711,,,,,Hereford and Worcester,Spilt,3,15,1285,
1391,UK711 (part),UKG11,,,,"Herefordshire, County of",New region,3,15,,1276
1392,UK711 (part),UKG12,,,,Worcestershire,New region,3,15,,1277
1393,UK712,UKG13,,,,Warwickshire,Code change,3,15,1286,1278
1394,UK72,UKG2,,,Shropshire and Staffordshire,,Code and name change,2,15,1287,1279
1395,UK721,,,,,Shropshire,Spilt,3,15,1288,
1396,UK721 (part),UKG21,,,,Telford and Wrekin,New region,3,15,,1280
1397,UK721 (part),UKG22,,,,Shropshire CC,New region,3,15,,1281
1398,UK722,,,,,Staffordshire,Spilt,3,15,1289,
1399,UK722 (part),UKG23,,,,Stoke-on-Trent,New region,3,15,,1282
1400,UK722 (part),UKG24,,,,Staffordshire CC,New region,3,15,,1283
1401,UK73,UKG3,,,West Midlands,,Code and name change,2,15,1290,1284
1402,UK73,,,,,West Midlands (County),Spilt,3,15,1291,
1403,UK73 (part),UKG31,,,,Birmingham,New region,3,15,,1285
1404,UK73 (part),UKG32,,,,Solihull,New region,3,15,,1286
1405,UK73 (part),UKG33,,,,Coventry,New region,3,15,,1287
1406,UK73 (part),UKG34,,,,Dudley and Sandwell,New region,3,15,,1288
1407,UK73 (part),UKG35,,,,Walsall and Wolverhampton,New region,3,15,,1289
1408,UK8,,,NORTH WEST (UK),,,Terminated,1,15,1292,
1409,,UKD,,NORTH WEST ,,,New region,1,15,,1226
1410,UK81,UKD2,,,Cheshire,,Code change,2,15,1293,1230
1411,UK81,,,,,Cheshire,Spilt,3,15,1294,
1412,UK81 (part),UKD21,,,,Halton and Warrington,New region,3,15,,1231
1413,UK81 (part),UKD22,,,,Cheshire CC,New region,3,15,,1232
1414,UK82,UKD3,,,Greater Manchester,,Code change,2,15,1295,1233
1415,UK82,,,,,Greater Manchester,Spilt,3,15,1296,
1416,UK82 (part),UKD31,,,,Greater Manchester South,New region,3,15,,1234
1417,UK82 (part),UKD32,,,,Greater Manchester North,New region,3,15,,1235
1418,UK83,UKD4,,,Lancashire,,Code change,2,15,1297,1236
1419,UK83,,,,,Lancashire,Spilt,3,15,1298,
1420,UK83 (part),UKD41,,,,Blackburn with Darwen,New region,3,15,,1237
1421,UK83 (part),UKD42,,,,Blackpool,New region,3,15,,1238
1422,UK83 (part),UKD43,,,,Lancashire CC,New region,3,15,,1239
1423,UK84,UKD5,,,Merseyside,,Code change,2,15,1299,1240
1424,UK84,,,,,Merseyside,Spilt,3,15,1300,
1425,UK84 (part),UKD51,,,,East Merseyside,New region,3,15,,1241
1426,UK84 (part),UKD52,,,,Liverpool,New region,3,15,,1242
1427,UK84 (part),UKD53,,,,Sefton,New region,3,15,,1243
1428,UK84 (part),UKD54,,,,Wirral,New region,3,15,,1244
1429,UK9,UKL,,WALES,,,Code change,1,15,1301,1348
1430,UK91,,,,"Clwyd, Dyfed, Gwynedd, Powys",,Terminated,2,15,1302,
1431,UK92,,,,"Gwent, Mid-South-West Glamorgan",,Terminated,2,15,1307,
1432,,UKL1,,,West Wales and The Valleys,,New region,2,15,,1349
1433,,UKL2,,,East Wales,,New region,2,15,,1358
1434,UK912,,,,,Dyfed,Terminated,3,15,1304,
1435,UK913,,,,,Gwynedd,Terminated,3,15,1305,
1436,UK922,,,,,Mid Glamorgan,Terminated,3,15,1309,
1437,UK924,,,,,West Glamorgan,Terminated,3,15,1311,
1438,,UKL11,,,,Isle of Anglesey,New region,3,15,,1350
1439,,UKL12,,,,Gwynedd,New region,3,15,,1351
1440,,UKL13,,,,Conwy and Denbighshire,New region,3,15,,1352
1441,,UKL14,,,,South West Wales,New region,3,15,,1353
1442,,UKL15,,,,Central Valleys,New region,3,15,,1354
1443,,UKL16,,,,Gwent Valleys,New region,3,15,,1355
1444,,UKL17,,,,Bridgend and Neath Port Talbot,New region,3,15,,1356
1445,,UKL18,,,,Swansea,New region,3,15,,1357
1446,UK921,,,,,Gwent,Terminated,3,15,1308,
1447,UK923,,,,,South Glamorgan,Terminated,3,15,1310,
1448,,UKL21,,,,Monmouthshire and Newport,New region,3,15,,1359
1449,,UKL22,,,,Cardiff and Vale of Glamorgan,New region,3,15,,1360
1450,UK911,,,,,Clwyd,Terminated,3,15,1303,
1451,,UKL23,,,,Flintshire and Wrexham,New region,3,15,,1361
1452,UK914,,,,,Powys,Terminated,3,15,1306,
1453,,UKL24,,,,Powys,New region,3,15,,1362
1454,UKA,UKM,,SCOTLAND,,,Code change,1,15,1312,1363
1455,UKA1,UKM2,,,Eastern Scotland,,Code and name change,2,15,1313,1366
1456,UKA11,,,,,Borders,Spilt,3,15,1314,
1457,UKA11 (part),UKM24,,,,"Scottish Borders, The",New region,3,15,,1370
1458,UKA11 (part),UKM25,,,,"Edinburgh, City of",New region,3,15,,1371
1459,UKA12,,,,,Central,Spilt,3,15,1315,
1460,UKA12 (part),UKM26,,,,Falkirk,New region,3,15,,1372
1461,UKA12 (part),UKM27,,,,Perth and Kinross and Stirling,New region,3,15,,1373
1462,UKA12 (part),UKM28,,,,West Lothian,New region,3,15,,1374
1463,UKA13,,,,,Fife,Terminated,3,15,1316,
1464,,UKM22,,,,Clackmannanshire and Fife,New region,3,15,,1368
1465,UKA14,,,,,Lothian,Terminated,3,15,1317,
1466,,UKM23,,,,East Lothian and Midlothian,New region,3,15,,1369
1467,UKA15,,,,,Tayside,Terminated,3,15,1318,
1468,,UKM21,,,,Angus and Dundee City,New region,3,15,,1367
1469,UKA2,,,,"Dumfries & Galloway, Strathclyde",,Terminated,2,15,1319,
1470,,UKM3,,,South Western Scotland,,New region,2,15,,1375
1471,UKA21,,,,,Dumfries and Galloway,Spilt,3,15,1320,
1472,UKA21 (part),UKM32,,,,Dumfries and Galloway,New region,3,15,,1377
1473,UKA21 (part),UKM33,,,,East Ayrshire and North Ayrshire Mainland,New region,3,15,,1378
1474,UKA21 (part),UKM34,,,,Glasgow City,New region,3,15,,1379
1475,UKA21 (part),UKM35,,,,"Inverclyde, East Renfrewshire and Renfrewshire",New region,3,15,,1380
1476,UKA21 (part),UKM36,,,,North Lanarkshire,New region,3,15,,1381
1477,UKA21 (part),UKM37,,,,South Ayrshire,New region,3,15,,1382
1478,UKA21 (part),UKM38,,,,South Lanarkshire,New region,3,15,,1383
1479,UKA22,,,,,Strathclyde,Terminated,3,15,1321,
1480,,UKM31,,,,"East and West Dunbartonshire, Helensburgh and Lomond",New region,3,15,,1376
1481,UKA3,,,,"Highlands, Islands",,Terminated,2,15,1322,
1482,,UKM4,,,Highlands and Islands,,New region,2,15,,1384
1483,UKA31,,,,,Highlands,Spilt,3,15,1323,
1484,UKA31 (part),UKM41,,,,Caithness and Sutherland and Ross and Cromarty,New region,3,15,,1385
1485,UKA31 (part),UKM42,,,,"Inverness and Nairn and Moray, Badenoch and Strathspey",New region,3,15,,1386
1486,UKA31 (part),UKM43,,,,"Lochaber, Skye and Lochalsh and Argyll and the Islands",New region,3,15,,1387
1487,UKA32,,,,,Islands,Spilt,3,15,1324,
1488,UKA32 (part),UKM44,,,,Eilean Siar (Western Isles),New region,3,15,,1388
1489,UKA32 (part),UKM45,,,,Orkney Islands,New region,3,15,,1389
1490,UKA32 (part),UKM46,,,,Shetland Islands,New region,3,15,,1390
1491,UKA4,,,,Grampian,,Terminated,2,15,1325,
1492,,UKM1,,,North Eastern Scotland,,New region,2,15,,1364
1493,UKA4,,,,,Grampian,Terminated,3,15,1326,
1494,,UKM11,,,,"Aberdeen City, Aberdeenshire and North East Moray",New region,3,15,,1365
1495,UKB,UKN,,NORTHERN IRELAND,,,Code change,1,15,1327,1391
1496,UKB,UKN,,,Northern Ireland,,Code change,2,15,1328,1392
1497,UKB,,,,,Northern Ireland,Spilt,3,15,1329,
1498,UKB (part),UKN01,,,,Belfast,New region,3,15,,1393
1499,UKB (part),UKN02,,,,Outer Belfast,New region,3,15,,1394
1500,UKB (part),UKN03,,,,East of Northern Ireland,New region,3,15,,1395
1501,UKB (part),UKN04,,,,North of Northern Ireland,New region,3,15,,1396
1502,UKB (part),UKN05,,,,West and South of Northern Ireland,New region,3,15,,1397
,,,,,,,,,,,
,,,,,,,,,,,
,,Note: NUTS 1999 codes in italics and with the note (part) are created from whole NUTS 1995 regions. ,,,,,,,,,
,,Data can thus be aggregated from NUTS 1995 to NUTS 1999 for these regions,,,,,,,,,
